moveId,name,category,naturalStatus,isolationStatus,forcedStatus,equipped,eligible,affordable,selected,submitted,resolved,successful,valueProducing,decisionEligible,decisionSelected,triggerApplicable,triggerActivated,triggerResolved,triggerValueProducing,naturalEquipped,naturalEligible,naturalSelected,naturalResolved,naturalSuccessful,naturalTriggerApplicable,naturalTriggerTriggered,naturalTriggerResolved,isolationEquipped,isolationEligible,isolationSelected,isolationResolved,isolationSuccessful,isolationTriggerApplicable,isolationTriggerTriggered,isolationTriggerResolved,forcedEquipped,forcedEligible,forcedSelected,forcedResolved,forcedSuccessful,forcedTriggerApplicable,forcedTriggerTriggered,forcedTriggerResolved,errorCount,errors,followUp
simulation-cell:36c0334c:selection-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,natural,selection-rate,0,0,,null
simulation-cell:36c0334c:submission-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,natural,submission-rate,0,0,,null
simulation-cell:36c0334c:success-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,natural,success-rate,0,0,,null
simulation-cell:36c0334c:value-production-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,natural,value-production-rate,0,0,,null
simulation-cell:7afccd08:activation-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,natural,activation-rate,0,0,,null
simulation-cell:7afccd08:resolution-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,natural,resolution-rate,0,0,,null
simulation-cell:7afccd08:success-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,natural,success-rate,0,0,,null
simulation-cell:7afccd08:trigger-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,natural,trigger-rate,0,0,,null
simulation-cell:7afccd08:value-production-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,natural,value-production-rate,0,0,,null
simulation-cell:85988e25:activation-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,isolation,activation-rate,0,0,,null
simulation-cell:85988e25:resolution-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,isolation,resolution-rate,0,0,,null
simulation-cell:85988e25:success-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,isolation,success-rate,0,0,,null
simulation-cell:85988e25:trigger-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,isolation,trigger-rate,0,0,,null
simulation-cell:85988e25:value-production-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,isolation,value-production-rate,0,0,,null
simulation-cell:97d33224:activation-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,forced,activation-rate,10,11,0.909090909091,"{""confidence"":0.95,""lower"":0.622641563277,""upper"":0.983767827133}"
simulation-cell:97d33224:resolution-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,forced,resolution-rate,5,10,0.5,"{""confidence"":0.95,""lower"":0.236593090359,""upper"":0.763406909641}"
simulation-cell:97d33224:success-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,forced,success-rate,0,5,0,"{""confidence"":0.95,""lower"":0,""upper"":0.434482465179}"
simulation-cell:97d33224:trigger-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,forced,trigger-rate,11,11,1,"{""confidence"":0.95,""lower"":0.741167032723,""upper"":1}"
simulation-cell:97d33224:value-production-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,forced,value-production-rate,0,5,0,"{""confidence"":0.95,""lower"":0,""upper"":0.434482465179}"
simulation-cell:aef3b291:affordability-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,isolation,affordability-rate,30,30,1,"{""confidence"":0.95,""lower"":0.886486606664,""upper"":1}"
simulation-cell:aef3b291:resolution-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,isolation,resolution-rate,0,0,,null
simulation-cell:aef3b291:selection-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,isolation,selection-rate,0,30,0,"{""confidence"":0.95,""lower"":0,""upper"":0.113513393336}"
simulation-cell:aef3b291:submission-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,isolation,submission-rate,0,0,,null
simulation-cell:aef3b291:success-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,isolation,success-rate,0,0,,null
simulation-cell:aef3b291:value-production-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,isolation,value-production-rate,0,0,,null
simulation-cell:cb55eea0:affordability-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,forced,affordability-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:cb55eea0:resolution-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,forced,resolution-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:cb55eea0:selection-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,forced,selection-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:cb55eea0:submission-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,forced,submission-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:cb55eea0:success-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,forced,success-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:cb55eea0:value-production-rate,move-afterlife-satan-miracle-special-ultra-super-megaton-punch,forced,value-production-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:1afc74e4:activation-rate,move-afterlife-scatter-shot,forced,activation-rate,16,16,1,"{""confidence"":0.95,""lower"":0.806392319214,""upper"":1}"
simulation-cell:1afc74e4:resolution-rate,move-afterlife-scatter-shot,forced,resolution-rate,8,16,0.5,"{""confidence"":0.95,""lower"":0.27999563596,""upper"":0.72000436404}"
simulation-cell:1afc74e4:success-rate,move-afterlife-scatter-shot,forced,success-rate,0,8,0,"{""confidence"":0.95,""lower"":0,""upper"":0.324407565237}"
simulation-cell:1afc74e4:trigger-rate,move-afterlife-scatter-shot,forced,trigger-rate,16,16,1,"{""confidence"":0.95,""lower"":0.806392319214,""upper"":1}"
simulation-cell:1afc74e4:value-production-rate,move-afterlife-scatter-shot,forced,value-production-rate,0,8,0,"{""confidence"":0.95,""lower"":0,""upper"":0.324407565237}"
simulation-cell:34608dc8:activation-rate,move-afterlife-scatter-shot,natural,activation-rate,0,0,,null
simulation-cell:34608dc8:resolution-rate,move-afterlife-scatter-shot,natural,resolution-rate,0,0,,null
simulation-cell:34608dc8:success-rate,move-afterlife-scatter-shot,natural,success-rate,0,0,,null
simulation-cell:34608dc8:trigger-rate,move-afterlife-scatter-shot,natural,trigger-rate,0,0,,null
simulation-cell:34608dc8:value-production-rate,move-afterlife-scatter-shot,natural,value-production-rate,0,0,,null
simulation-cell:408f9549:affordability-rate,move-afterlife-scatter-shot,isolation,affordability-rate,30,30,1,"{""confidence"":0.95,""lower"":0.886486606664,""upper"":1}"
simulation-cell:408f9549:resolution-rate,move-afterlife-scatter-shot,isolation,resolution-rate,0,0,,null
simulation-cell:408f9549:selection-rate,move-afterlife-scatter-shot,isolation,selection-rate,0,30,0,"{""confidence"":0.95,""lower"":0,""upper"":0.113513393336}"
simulation-cell:408f9549:submission-rate,move-afterlife-scatter-shot,isolation,submission-rate,0,0,,null
simulation-cell:408f9549:success-rate,move-afterlife-scatter-shot,isolation,success-rate,0,0,,null
simulation-cell:408f9549:value-production-rate,move-afterlife-scatter-shot,isolation,value-production-rate,0,0,,null
simulation-cell:87f143e5:activation-rate,move-afterlife-scatter-shot,isolation,activation-rate,0,0,,null
simulation-cell:87f143e5:resolution-rate,move-afterlife-scatter-shot,isolation,resolution-rate,0,0,,null
simulation-cell:87f143e5:success-rate,move-afterlife-scatter-shot,isolation,success-rate,0,0,,null
simulation-cell:87f143e5:trigger-rate,move-afterlife-scatter-shot,isolation,trigger-rate,0,0,,null
simulation-cell:87f143e5:value-production-rate,move-afterlife-scatter-shot,isolation,value-production-rate,0,0,,null
simulation-cell:ae4124b8:affordability-rate,move-afterlife-scatter-shot,forced,affordability-rate,4,4,1,"{""confidence"":0.95,""lower"":0.510109163143,""upper"":1}"
simulation-cell:ae4124b8:resolution-rate,move-afterlife-scatter-shot,forced,resolution-rate,4,4,1,"{""confidence"":0.95,""lower"":0.510109163143,""upper"":1}"
simulation-cell:ae4124b8:selection-rate,move-afterlife-scatter-shot,forced,selection-rate,4,4,1,"{""confidence"":0.95,""lower"":0.510109163143,""upper"":1}"
simulation-cell:ae4124b8:submission-rate,move-afterlife-scatter-shot,forced,submission-rate,4,4,1,"{""confidence"":0.95,""lower"":0.510109163143,""upper"":1}"
simulation-cell:ae4124b8:success-rate,move-afterlife-scatter-shot,forced,success-rate,1,4,0.25,"{""confidence"":0.95,""lower"":0.045587260757,""upper"":0.699358157671}"
simulation-cell:ae4124b8:value-production-rate,move-afterlife-scatter-shot,forced,value-production-rate,1,4,0.25,"{""confidence"":0.95,""lower"":0.045587260757,""upper"":0.699358157671}"
simulation-cell:b9fa9084:affordability-rate,move-afterlife-scatter-shot,natural,affordability-rate,0,0,,null
simulation-cell:b9fa9084:resolution-rate,move-afterlife-scatter-shot,natural,resolution-rate,0,0,,null
simulation-cell:b9fa9084:selection-rate,move-afterlife-scatter-shot,natural,selection-rate,0,0,,null
simulation-cell:b9fa9084:submission-rate,move-afterlife-scatter-shot,natural,submission-rate,0,0,,null
simulation-cell:b9fa9084:success-rate,move-afterlife-scatter-shot,natural,success-rate,0,0,,null
simulation-cell:b9fa9084:value-production-rate,move-afterlife-scatter-shot,natural,value-production-rate,0,0,,null
simulation-cell:11de6feb:activation-rate,move-afterlife-solar-flare,natural,activation-rate,0,0,,null
simulation-cell:11de6feb:resolution-rate,move-afterlife-solar-flare,natural,resolution-rate,0,0,,null
simulation-cell:11de6feb:success-rate,move-afterlife-solar-flare,natural,success-rate,0,0,,null
simulation-cell:11de6feb:trigger-rate,move-afterlife-solar-flare,natural,trigger-rate,0,0,,null
simulation-cell:11de6feb:value-production-rate,move-afterlife-solar-flare,natural,value-production-rate,0,0,,null
simulation-cell:18ac6e2a:affordability-rate,move-afterlife-solar-flare,isolation,affordability-rate,0,0,,null
simulation-cell:18ac6e2a:resolution-rate,move-afterlife-solar-flare,isolation,resolution-rate,0,0,,null
simulation-cell:18ac6e2a:selection-rate,move-afterlife-solar-flare,isolation,selection-rate,0,0,,null
simulation-cell:18ac6e2a:submission-rate,move-afterlife-solar-flare,isolation,submission-rate,0,0,,null
simulation-cell:18ac6e2a:success-rate,move-afterlife-solar-flare,isolation,success-rate,0,0,,null
simulation-cell:18ac6e2a:value-production-rate,move-afterlife-solar-flare,isolation,value-production-rate,0,0,,null
simulation-cell:611301bd:activation-rate,move-afterlife-solar-flare,forced,activation-rate,30,60,0.5,"{""confidence"":0.95,""lower"":0.377350242323,""upper"":0.622649757677}"
simulation-cell:611301bd:resolution-rate,move-afterlife-solar-flare,forced,resolution-rate,0,30,0,"{""confidence"":0.95,""lower"":0,""upper"":0.113513393336}"
simulation-cell:611301bd:success-rate,move-afterlife-solar-flare,forced,success-rate,0,0,,null
simulation-cell:611301bd:trigger-rate,move-afterlife-solar-flare,forced,trigger-rate,60,60,1,"{""confidence"":0.95,""lower"":0.939828147767,""upper"":1}"
simulation-cell:611301bd:value-production-rate,move-afterlife-solar-flare,forced,value-production-rate,0,0,,null
simulation-cell:9e8c443f:affordability-rate,move-afterlife-solar-flare,natural,affordability-rate,0,0,,null
simulation-cell:9e8c443f:resolution-rate,move-afterlife-solar-flare,natural,resolution-rate,0,0,,null
simulation-cell:9e8c443f:selection-rate,move-afterlife-solar-flare,natural,selection-rate,0,0,,null
simulation-cell:9e8c443f:submission-rate,move-afterlife-solar-flare,natural,submission-rate,0,0,,null
simulation-cell:9e8c443f:success-rate,move-afterlife-solar-flare,natural,success-rate,0,0,,null
simulation-cell:9e8c443f:value-production-rate,move-afterlife-solar-flare,natural,value-production-rate,0,0,,null
simulation-cell:cc8d6d8e:activation-rate,move-afterlife-solar-flare,isolation,activation-rate,30,60,0.5,"{""confidence"":0.95,""lower"":0.377350242323,""upper"":0.622649757677}"
simulation-cell:cc8d6d8e:resolution-rate,move-afterlife-solar-flare,isolation,resolution-rate,0,30,0,"{""confidence"":0.95,""lower"":0,""upper"":0.113513393336}"
simulation-cell:cc8d6d8e:success-rate,move-afterlife-solar-flare,isolation,success-rate,0,0,,null
simulation-cell:cc8d6d8e:trigger-rate,move-afterlife-solar-flare,isolation,trigger-rate,60,60,1,"{""confidence"":0.95,""lower"":0.939828147767,""upper"":1}"
simulation-cell:cc8d6d8e:value-production-rate,move-afterlife-solar-flare,isolation,value-production-rate,0,0,,null
simulation-cell:f5267499:affordability-rate,move-afterlife-solar-flare,forced,affordability-rate,0,0,,null
simulation-cell:f5267499:resolution-rate,move-afterlife-solar-flare,forced,resolution-rate,0,0,,null
simulation-cell:f5267499:selection-rate,move-afterlife-solar-flare,forced,selection-rate,0,0,,null
simulation-cell:f5267499:submission-rate,move-afterlife-solar-flare,forced,submission-rate,0,0,,null
simulation-cell:f5267499:success-rate,move-afterlife-solar-flare,forced,success-rate,0,0,,null
simulation-cell:f5267499:value-production-rate,move-afterlife-solar-flare,forced,value-production-rate,0,0,,null
simulation-cell:2a49e8af:activation-rate,move-afterlife-space-mach-attack,isolation,activation-rate,0,0,,null
simulation-cell:2a49e8af:resolution-rate,move-afterlife-space-mach-attack,isolation,resolution-rate,0,0,,null
simulation-cell:2a49e8af:success-rate,move-afterlife-space-mach-attack,isolation,success-rate,0,0,,null
simulation-cell:2a49e8af:trigger-rate,move-afterlife-space-mach-attack,isolation,trigger-rate,0,0,,null
simulation-cell:2a49e8af:value-production-rate,move-afterlife-space-mach-attack,isolation,value-production-rate,0,0,,null
simulation-cell:3d41d6f2:activation-rate,move-afterlife-space-mach-attack,natural,activation-rate,0,0,,null
simulation-cell:3d41d6f2:resolution-rate,move-afterlife-space-mach-attack,natural,resolution-rate,0,0,,null
simulation-cell:3d41d6f2:success-rate,move-afterlife-space-mach-attack,natural,success-rate,0,0,,null
simulation-cell:3d41d6f2:trigger-rate,move-afterlife-space-mach-attack,natural,trigger-rate,0,0,,null
simulation-cell:3d41d6f2:value-production-rate,move-afterlife-space-mach-attack,natural,value-production-rate,0,0,,null
simulation-cell:74c5e326:affordability-rate,move-afterlife-space-mach-attack,forced,affordability-rate,10,10,1,"{""confidence"":0.95,""lower"":0.722467199814,""upper"":1}"
simulation-cell:74c5e326:resolution-rate,move-afterlife-space-mach-attack,forced,resolution-rate,10,10,1,"{""confidence"":0.95,""lower"":0.722467199814,""upper"":1}"
simulation-cell:74c5e326:selection-rate,move-afterlife-space-mach-attack,forced,selection-rate,10,10,1,"{""confidence"":0.95,""lower"":0.722467199814,""upper"":1}"
simulation-cell:74c5e326:submission-rate,move-afterlife-space-mach-attack,forced,submission-rate,10,10,1,"{""confidence"":0.95,""lower"":0.722467199814,""upper"":1}"
simulation-cell:74c5e326:success-rate,move-afterlife-space-mach-attack,forced,success-rate,8,10,0.8,"{""confidence"":0.95,""lower"":0.49016247129,""upper"":0.943317848598}"
simulation-cell:74c5e326:value-production-rate,move-afterlife-space-mach-attack,forced,value-production-rate,8,10,0.8,"{""confidence"":0.95,""lower"":0.49016247129,""upper"":0.943317848598}"
simulation-cell:76410486:affordability-rate,move-afterlife-space-mach-attack,natural,affordability-rate,0,0,,null
simulation-cell:76410486:resolution-rate,move-afterlife-space-mach-attack,natural,resolution-rate,0,0,,null
simulation-cell:76410486:selection-rate,move-afterlife-space-mach-attack,natural,selection-rate,0,0,,null
simulation-cell:76410486:submission-rate,move-afterlife-space-mach-attack,natural,submission-rate,0,0,,null
simulation-cell:76410486:success-rate,move-afterlife-space-mach-attack,natural,success-rate,0,0,,null
simulation-cell:76410486:value-production-rate,move-afterlife-space-mach-attack,natural,value-production-rate,0,0,,null
simulation-cell:b3736aeb:affordability-rate,move-afterlife-space-mach-attack,isolation,affordability-rate,30,30,1,"{""confidence"":0.95,""lower"":0.886486606664,""upper"":1}"
simulation-cell:b3736aeb:resolution-rate,move-afterlife-space-mach-attack,isolation,resolution-rate,0,0,,null
simulation-cell:b3736aeb:selection-rate,move-afterlife-space-mach-attack,isolation,selection-rate,0,30,0,"{""confidence"":0.95,""lower"":0,""upper"":0.113513393336}"
simulation-cell:b3736aeb:submission-rate,move-afterlife-space-mach-attack,isolation,submission-rate,0,0,,null
simulation-cell:b3736aeb:success-rate,move-afterlife-space-mach-attack,isolation,success-rate,0,0,,null
simulation-cell:b3736aeb:value-production-rate,move-afterlife-space-mach-attack,isolation,value-production-rate,0,0,,null
simulation-cell:b539fd9a:activation-rate,move-afterlife-space-mach-attack,forced,activation-rate,52,60,0.866666666667,"{""confidence"":0.95,""lower"":0.758348403132,""upper"":0.93085890523}"
simulation-cell:b539fd9a:resolution-rate,move-afterlife-space-mach-attack,forced,resolution-rate,24,52,0.461538461538,"{""confidence"":0.95,""lower"":0.333404746723,""upper"":0.594963886833}"
simulation-cell:b539fd9a:success-rate,move-afterlife-space-mach-attack,forced,success-rate,0,24,0,"{""confidence"":0.95,""lower"":0,""upper"":0.137976204867}"
simulation-cell:b539fd9a:trigger-rate,move-afterlife-space-mach-attack,forced,trigger-rate,60,60,1,"{""confidence"":0.95,""lower"":0.939828147767,""upper"":1}"
simulation-cell:b539fd9a:value-production-rate,move-afterlife-space-mach-attack,forced,value-production-rate,0,24,0,"{""confidence"":0.95,""lower"":0,""upper"":0.137976204867}"
simulation-cell:2624ed3c:activation-rate,move-afterlife-special-beam-cannon,natural,activation-rate,0,0,,null
simulation-cell:2624ed3c:resolution-rate,move-afterlife-special-beam-cannon,natural,resolution-rate,0,0,,null
simulation-cell:2624ed3c:success-rate,move-afterlife-special-beam-cannon,natural,success-rate,0,0,,null
simulation-cell:2624ed3c:trigger-rate,move-afterlife-special-beam-cannon,natural,trigger-rate,0,0,,null
simulation-cell:2624ed3c:value-production-rate,move-afterlife-special-beam-cannon,natural,value-production-rate,0,0,,null
simulation-cell:60d38b30:activation-rate,move-afterlife-special-beam-cannon,forced,activation-rate,0,0,,null
simulation-cell:60d38b30:resolution-rate,move-afterlife-special-beam-cannon,forced,resolution-rate,0,0,,null
simulation-cell:60d38b30:success-rate,move-afterlife-special-beam-cannon,forced,success-rate,0,0,,null
simulation-cell:60d38b30:trigger-rate,move-afterlife-special-beam-cannon,forced,trigger-rate,0,0,,null
simulation-cell:60d38b30:value-production-rate,move-afterlife-special-beam-cannon,forced,value-production-rate,0,0,,null
simulation-cell:860f070c:affordability-rate,move-afterlife-special-beam-cannon,forced,affordability-rate,0,0,,null
simulation-cell:860f070c:resolution-rate,move-afterlife-special-beam-cannon,forced,resolution-rate,0,0,,null
simulation-cell:860f070c:selection-rate,move-afterlife-special-beam-cannon,forced,selection-rate,0,0,,null
simulation-cell:860f070c:submission-rate,move-afterlife-special-beam-cannon,forced,submission-rate,0,0,,null
simulation-cell:860f070c:success-rate,move-afterlife-special-beam-cannon,forced,success-rate,0,0,,null
simulation-cell:860f070c:value-production-rate,move-afterlife-special-beam-cannon,forced,value-production-rate,0,0,,null
simulation-cell:9219bc21:activation-rate,move-afterlife-special-beam-cannon,isolation,activation-rate,0,0,,null
simulation-cell:9219bc21:resolution-rate,move-afterlife-special-beam-cannon,isolation,resolution-rate,0,0,,null
simulation-cell:9219bc21:success-rate,move-afterlife-special-beam-cannon,isolation,success-rate,0,0,,null
simulation-cell:9219bc21:trigger-rate,move-afterlife-special-beam-cannon,isolation,trigger-rate,0,0,,null
simulation-cell:9219bc21:value-production-rate,move-afterlife-special-beam-cannon,isolation,value-production-rate,0,0,,null
simulation-cell:9603090d:affordability-rate,move-afterlife-special-beam-cannon,isolation,affordability-rate,20,20,1,"{""confidence"":0.95,""lower"":0.838874841729,""upper"":1}"
simulation-cell:9603090d:resolution-rate,move-afterlife-special-beam-cannon,isolation,resolution-rate,0,0,,null
simulation-cell:9603090d:selection-rate,move-afterlife-special-beam-cannon,isolation,selection-rate,0,20,0,"{""confidence"":0.95,""lower"":0,""upper"":0.161125158271}"
simulation-cell:9603090d:submission-rate,move-afterlife-special-beam-cannon,isolation,submission-rate,0,0,,null
simulation-cell:9603090d:success-rate,move-afterlife-special-beam-cannon,isolation,success-rate,0,0,,null
simulation-cell:9603090d:value-production-rate,move-afterlife-special-beam-cannon,isolation,value-production-rate,0,0,,null
simulation-cell:c3d08010:affordability-rate,move-afterlife-special-beam-cannon,natural,affordability-rate,0,0,,null
simulation-cell:c3d08010:resolution-rate,move-afterlife-special-beam-cannon,natural,resolution-rate,0,0,,null
simulation-cell:c3d08010:selection-rate,move-afterlife-special-beam-cannon,natural,selection-rate,0,0,,null
simulation-cell:c3d08010:submission-rate,move-afterlife-special-beam-cannon,natural,submission-rate,0,0,,null
simulation-cell:c3d08010:success-rate,move-afterlife-special-beam-cannon,natural,success-rate,0,0,,null
simulation-cell:c3d08010:value-production-rate,move-afterlife-special-beam-cannon,natural,value-production-rate,0,0,,null
simulation-cell:13577829:affordability-rate,move-afterlife-special-fighting-pose-1,forced,affordability-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:13577829:resolution-rate,move-afterlife-special-fighting-pose-1,forced,resolution-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:13577829:selection-rate,move-afterlife-special-fighting-pose-1,forced,selection-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:13577829:submission-rate,move-afterlife-special-fighting-pose-1,forced,submission-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:13577829:success-rate,move-afterlife-special-fighting-pose-1,forced,success-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:13577829:value-production-rate,move-afterlife-special-fighting-pose-1,forced,value-production-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:3190ff5e:activation-rate,move-afterlife-special-fighting-pose-1,isolation,activation-rate,0,0,,null
simulation-cell:3190ff5e:resolution-rate,move-afterlife-special-fighting-pose-1,isolation,resolution-rate,0,0,,null
simulation-cell:3190ff5e:success-rate,move-afterlife-special-fighting-pose-1,isolation,success-rate,0,0,,null
simulation-cell:3190ff5e:trigger-rate,move-afterlife-special-fighting-pose-1,isolation,trigger-rate,0,0,,null
simulation-cell:3190ff5e:value-production-rate,move-afterlife-special-fighting-pose-1,isolation,value-production-rate,0,0,,null
simulation-cell:9a7f007a:affordability-rate,move-afterlife-special-fighting-pose-1,isolation,affordability-rate,30,30,1,"{""confidence"":0.95,""lower"":0.886486606664,""upper"":1}"
simulation-cell:9a7f007a:resolution-rate,move-afterlife-special-fighting-pose-1,isolation,resolution-rate,0,0,,null
simulation-cell:9a7f007a:selection-rate,move-afterlife-special-fighting-pose-1,isolation,selection-rate,0,30,0,"{""confidence"":0.95,""lower"":0,""upper"":0.113513393336}"
simulation-cell:9a7f007a:submission-rate,move-afterlife-special-fighting-pose-1,isolation,submission-rate,0,0,,null
simulation-cell:9a7f007a:success-rate,move-afterlife-special-fighting-pose-1,isolation,success-rate,0,0,,null
simulation-cell:9a7f007a:value-production-rate,move-afterlife-special-fighting-pose-1,isolation,value-production-rate,0,0,,null
simulation-cell:a04f026f:affordability-rate,move-afterlife-special-fighting-pose-1,natural,affordability-rate,0,0,,null
simulation-cell:a04f026f:resolution-rate,move-afterlife-special-fighting-pose-1,natural,resolution-rate,0,0,,null
simulation-cell:a04f026f:selection-rate,move-afterlife-special-fighting-pose-1,natural,selection-rate,0,0,,null
simulation-cell:a04f026f:submission-rate,move-afterlife-special-fighting-pose-1,natural,submission-rate,0,0,,null
simulation-cell:a04f026f:success-rate,move-afterlife-special-fighting-pose-1,natural,success-rate,0,0,,null
simulation-cell:a04f026f:value-production-rate,move-afterlife-special-fighting-pose-1,natural,value-production-rate,0,0,,null
simulation-cell:b1e28dcd:activation-rate,move-afterlife-special-fighting-pose-1,forced,activation-rate,4,4,1,"{""confidence"":0.95,""lower"":0.510109163143,""upper"":1}"
simulation-cell:b1e28dcd:resolution-rate,move-afterlife-special-fighting-pose-1,forced,resolution-rate,0,4,0,"{""confidence"":0.95,""lower"":0,""upper"":0.489890836857}"
simulation-cell:b1e28dcd:success-rate,move-afterlife-special-fighting-pose-1,forced,success-rate,0,0,,null
simulation-cell:b1e28dcd:trigger-rate,move-afterlife-special-fighting-pose-1,forced,trigger-rate,4,4,1,"{""confidence"":0.95,""lower"":0.510109163143,""upper"":1}"
simulation-cell:b1e28dcd:value-production-rate,move-afterlife-special-fighting-pose-1,forced,value-production-rate,0,0,,null
simulation-cell:e16564db:activation-rate,move-afterlife-special-fighting-pose-1,natural,activation-rate,0,0,,null
simulation-cell:e16564db:resolution-rate,move-afterlife-special-fighting-pose-1,natural,resolution-rate,0,0,,null
simulation-cell:e16564db:success-rate,move-afterlife-special-fighting-pose-1,natural,success-rate,0,0,,null
simulation-cell:e16564db:trigger-rate,move-afterlife-special-fighting-pose-1,natural,trigger-rate,0,0,,null
simulation-cell:e16564db:value-production-rate,move-afterlife-special-fighting-pose-1,natural,value-production-rate,0,0,,null
simulation-cell:1258f449:affordability-rate,move-afterlife-special-fighting-pose-2,isolation,affordability-rate,30,30,1,"{""confidence"":0.95,""lower"":0.886486606664,""upper"":1}"
simulation-cell:1258f449:resolution-rate,move-afterlife-special-fighting-pose-2,isolation,resolution-rate,0,0,,null
simulation-cell:1258f449:selection-rate,move-afterlife-special-fighting-pose-2,isolation,selection-rate,0,30,0,"{""confidence"":0.95,""lower"":0,""upper"":0.113513393336}"
simulation-cell:1258f449:submission-rate,move-afterlife-special-fighting-pose-2,isolation,submission-rate,0,0,,null
simulation-cell:1258f449:success-rate,move-afterlife-special-fighting-pose-2,isolation,success-rate,0,0,,null
simulation-cell:1258f449:value-production-rate,move-afterlife-special-fighting-pose-2,isolation,value-production-rate,0,0,,null
simulation-cell:373d05ac:activation-rate,move-afterlife-special-fighting-pose-2,forced,activation-rate,4,4,1,"{""confidence"":0.95,""lower"":0.510109163143,""upper"":1}"
simulation-cell:373d05ac:resolution-rate,move-afterlife-special-fighting-pose-2,forced,resolution-rate,0,4,0,"{""confidence"":0.95,""lower"":0,""upper"":0.489890836857}"
simulation-cell:373d05ac:success-rate,move-afterlife-special-fighting-pose-2,forced,success-rate,0,0,,null
simulation-cell:373d05ac:trigger-rate,move-afterlife-special-fighting-pose-2,forced,trigger-rate,4,4,1,"{""confidence"":0.95,""lower"":0.510109163143,""upper"":1}"
simulation-cell:373d05ac:value-production-rate,move-afterlife-special-fighting-pose-2,forced,value-production-rate,0,0,,null
simulation-cell:5ea2e1b8:affordability-rate,move-afterlife-special-fighting-pose-2,forced,affordability-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:5ea2e1b8:resolution-rate,move-afterlife-special-fighting-pose-2,forced,resolution-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:5ea2e1b8:selection-rate,move-afterlife-special-fighting-pose-2,forced,selection-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:5ea2e1b8:submission-rate,move-afterlife-special-fighting-pose-2,forced,submission-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
simulation-cell:5ea2e1b8:success-rate,move-afterlife-special-fighting-pose-2,forced,success-rate,2,2,1,"{""confidence"":0.95,""lower"":0.342380227144,""upper"":1}"
